Metro.Status.Code,Number.of.Schools,Agency.ID,Federal.Revenue,Related.Children.in.Poverty,Total.Enrollment
2,2,150,276000,60,1112
1,9,153,2142000,917,6304
1,29,160,12908000,7037,16364
2,28,163,11723000,4389,14473
2,4,164,313000,98,1883
2,10,165,3034000,1054,5753
2,6,167,820000,295,4228
3,1,700,475000,28,773
2,3,174,406000,192,1504
2,5,175,420000,23,2780
2,15,176,1847000,955,4753
2,5,177,374000,133,2607
2,4,710,342000,39,2043
2,7,182,1029000,389,3829
2,1,715,202000,47,832
3,3,197,269000,93,1334
2,7,725,592000,67,3030
2,5,209,1229000,648,2258
2,8,211,823000,102,4190
2,9,212,891000,160,4537
2,7,735,818000,251,4868
1,1,406,132000,-9,505
2,1,730,385000,18,962
2,7,220,1120000,250,3736
2,2,740,474000,53,2751
2,3,231,149000,142,1796
1,14,236,3133000,1782,6910
2,17,243,3288000,1398,9099
2,7,244,1391000,429,4157
2,7,248,3108000,1473,6211
2,3,252,339000,64,1100
2,8,262,875000,237,3371
2,5,264,617000,247,3139
2,5,265,375000,222,2281
2,1,871,433000,-9,1135
2,7,271,963000,148,4512
2,2,760,1219000,106,2881
2,14,274,3499000,1800,6369
2,1,829,415000,-9,818
1,46,281,22099000,12316,26500
2,7,284,714000,367,2861
2,4,288,402000,34,2785
2,16,293,2893000,1374,8173
2,5,773,926000,290,3539
2,11,775,1144000,280,6589
2,9,305,818000,308,3471
2,8,317,653000,110,3711
2,2,322,203000,84,1183
2,6,326,709000,47,4405
2,5,330,471000,59,2162
2,7,335,470000,130,2509
2,13,336,2191000,635,6973
1,49,348,15839000,9836,25518
1,28,13020,5278000,3406,7751
3,3,32060,265000,271,1134
2,26,82160,3736000,1818,14963
2,5,82230,479000,201,3000
3,2,7040,148000,117,822
3,2,31020,114000,99,542
3,1,5010,89000,45,181
2,7,3030,563000,481,3020
2,9,50040,1322000,264,5385
1,33,81010,2301000,1721,16530
3,1,2010,31000,24,39
3,3,7020,643000,180,635
1,22,9010,4713000,2610,10650
3,4,26010,826000,499,1793
1,20,11010,6412000,4190,5948
3,5,10015,624000,356,1880
2,14,63010,687000,270,7600
2,7,63180,502000,175,3450
3,3,22030,313000,220,2185
2,9,47010,340000,298,7071
3,1,17140,767000,138,589
2,5,11310,444000,229,1722
3,2,75020,101000,76,354
3,8,83010,1120000,769,3787
1,10,25080,2719000,810,5350
3,1,55010,110000,51,245
3,2,5035,131000,89,506
3,5,59125,625000,433,2254
3,3,15050,165000,152,1398
3,6,54025,1103000,635,2672
2,16,50080,682000,641,11973
2,3,46060,69000,82,1250
2,5,25150,730000,495,3721
2,3,80040,812000,501,712
2,9,25140,629000,405,5173
2,1,46070,32000,35,432
1,271,82010,147128000,85871,179103
2,14,50020,2009000,912,6893
1,9,33010,891000,570,3613
3,4,59045,471000,412,1152
3,5,32050,460000,298,1280
3,1,5065,72000,70,255
3,3,67020,517000,345,1322
2,28,63200,759000,328,11991
2,4,3050,898000,239,1674
2,6,25100,345000,282,3344
2,6,50090,977000,554,3039
1,48,25010,20673000,11963,26998
1,12,41110,216000,175,8097
3,5,52040,503000,359,1454
2,6,61080,497000,200,3301
2,10,82050,370000,275,5436
2,6,82290,478000,199,2825
1,6,41020,1096000,289,2865
2,4,25050,141000,67,1860
2,13,70010,952000,545,6005
2,10,23060,406000,360,5350
1,100,41010,17942000,9310,26768
2,7,39065,298000,125,3156
3,2,35020,340000,181,860
2,5,3100,165000,150,2283
2,3,82320,194000,116,1118
3,7,8030,718000,507,3347
2,4,73210,216000,208,1604
3,6,30020,605000,439,2060
2,17,63220,1024000,561,10967
2,5,44060,607000,232,2236
3,3,29060,411000,201,1600
1,14,38170,4263000,2951,7329
2,8,70175,314000,187,4814
1,30,39010,7091000,4604,11629
2,7,41145,507000,172,3500
2,3,79080,381000,154,745
2,3,78040,117000,104,1250
2,5,11030,275000,91,2942
2,9,63280,647000,267,2584
1,45,33020,10310000,7317,18423
2,16,44010,1236000,842,7464
3,3,49040,196000,63,443
2,3,33100,364000,216,1390
2,10,82090,1764000,643,5754
2,36,82095,3495000,521,18533
3,1,16070,40000,48,243
2,3,46090,752000,166,1119
3,3,67050,345000,241,856
2,2,3060,261000,234,767
2,5,74100,312000,89,2621
3,4,83070,309000,214,961
1,5,38120,343000,233,1450
1,20,56010,1412000,969,9616
3,2,68010,387000,330,900
2,15,58010,1876000,1543,7111
3,1,49070,49000,31,117
2,9,50160,1864000,500,3461
3,11,37010,1449000,791,4495
1,19,61010,5476000,3040,7568
3,4,52090,484000,271,1618
2,4,50170,335000,241,1118
2,5,44090,427000,327,2615
2,15,82055,627000,197,8688
2,7,63100,58000,264,5746
2,4,61065,517000,283,2015
2,9,33170,550000,153,4151
2,4,46110,161000,105,1850
3,3,24040,180000,152,779
2,4,78080,329000,247,1869
3,4,67055,625000,413,1385
1,28,63030,11642000,6443,12516
1,20,74010,4186000,2541,11950
1,13,39140,647000,314,8963
1,10,61220,1306000,488,4615
3,1,52110,68000,43,209
2,5,82400,393000,251,2189
2,19,63260,1025000,350,13403
2,11,41210,316000,214,7367
2,15,63040,1211000,467,7133
1,34,73010,13281000,5805,13924
3,10,17010,2001000,762,3125
2,6,50200,329000,289,2248
2,6,82140,534000,174,3486
2,9,82405,738000,218,4396
2,6,41240,817000,238,2983
2,9,19140,388000,375,3428
2,4,29100,510000,312,1325
3,3,45050,291000,169,1130
2,23,82150,5720000,2389,11367
3,22,28010,2152000,1438,11000
2,19,63150,1429000,374,12103
2,12,50220,2460000,1547,4408
2,29,50230,1515000,851,15210
2,4,11320,630000,160,1319
1,8,33215,669000,357,3367
2,8,81150,2580000,1142,3112
2,9,82365,1042000,611,4800
2,12,41026,1508000,583,7000
2,13,81020,2835000,1516,4737
3,1,83000,1307000,-9,694
2,2,29000,3423000,-9,202
2,7,50000,17112000,-9,2023
3,1,55000,530000,-9,45
3,4,62000,2846000,-9,27
1,1,73000,3171000,-9,320
2,1,75000,1725000,-9,165
2,3,10712,250000,167,592
3,5,12134,294000,211,1200
3,6,12135,296000,156,1279
2,15,12142,1435000,692,2800
2,67,60287,782000,-9,2460
3,11,520993,0,-9,342
3,6,12190,346000,170,1308
3,4,12310,263000,141,1316
3,4,12753,459000,252,1461
3,3,12754,115000,41,443
3,4,12856,-9,51,490
3,6,12859,-9,196,2090
3,4,10113,592000,225,1090
2,5,10745,334000,257,1762
3,8,10241,1281000,600,4028
2,53,10011,7807000,2682,41339
3,11,10492,1392000,629,4307
2,2,10146,152000,103,789
3,5,10777,286000,156,1213
3,2,10786,315000,199,522
2,17,10271,2291000,651,11029
2,2,10314,200000,151,990
3,16,10181,2938000,1237,7261
3,2,10421,57000,-9,292
2,3,10531,106000,47,1397
2,6,10911,1178000,473,4705
2,8,10012,856000,328,6791
2,10,10112,819000,313,6818
2,3,10695,197000,65,984
2,6,10750,435000,154,2306
2,8,10593,808000,231,1689
3,5,10466,416000,245,2267
3,3,10317,720000,307,1203
2,3,10879,190000,169,1870
3,8,10022,1031000,487,2894
2,6,12580,394000,200,1050
2,12,10273,532000,165,6930
3,2,10806,103000,77,605
2,12,10276,737000,150,7800
3,11,10656,1134000,406,4084
3,7,10544,642000,513,3250
3,2,10505,154000,79,637
3,6,10166,296000,97,800
3,19,10318,1903000,808,4600
2,10,10200,943000,452,5257
3,1,10402,171000,28,516
3,2,10545,209000,109,411
2,4,10700,247000,93,2129
2,9,10701,919000,482,3064
3,3,12165,422000,217,1167
2,15,10270,1371000,483,9000
2,6,10717,177000,167,1292
3,6,10204,197000,130,1758
3,2,10775,163000,98,673
3,2,10390,170000,116,835
3,2,10392,224000,84,800
3,4,10465,409000,237,2100
3,4,12184,420000,162,1384
3,2,10497,73000,59,274
3,4,10432,1326000,237,787
3,16,10077,1926000,815,7024
3,6,10413,603000,267,2377
2,2,10740,365000,325,1750
3,5,10912,490000,284,1795
1,150,30001,33849000,16172,48987
1,11,10152,2402000,1009,6080
3,4,10332,566000,339,2106
2,5,10277,593000,286,2400
2,23,10621,2236000,634,12013
3,4,10345,316000,206,1833
2,3,10721,216000,98,2496
3,7,10088,432000,288,2712
3,2,10553,223000,98,775
2,7,10138,576000,258,3515
2,18,10622,2524000,1099,11593
3,7,10659,706000,418,3900
2,32,10279,4282000,1500,21839
3,3,10186,199000,99,1295
3,3,10578,418000,342,1813
3,2,10255,149000,94,1257
2,8,10719,347000,259,4700
3,2,10630,108000,82,444
3,8,10256,742000,346,3350
3,5,10038,6026000,600,1371
2,29,10281,3292000,1408,16378
1,31,10535,3693000,1679,16182
2,4,10883,147000,43,1707
2,38,10196,3962000,1147,28218
2,11,10623,1546000,458,7699
2,3,10139,184000,137,958
3,2,10084,170000,142,721
2,8,10016,889000,496,4221
2,20,10742,3097000,1423,11674
2,17,10015,1126000,393,6014
3,3,10840,631000,223,1386
2,9,10283,1199000,396,4221
2,20,10833,1991000,615,15102
1,148,10625,27644000,12051,45691
2,3,10534,205000,136,1834
3,2,10417,215000,105,855
3,7,10381,556000,267,2281
3,2,10487,126000,77,426
3,2,10818,217000,130,456
3,5,10690,506000,143,1464
2,4,10111,264000,116,1354
3,3,10435,945000,241,708
2,11,10284,3555000,381,9173
2,9,10197,1054000,425,5202
2,16,10624,1695000,477,9506
3,4,616049,540000,-9,108
3,5,12071,224000,138,1080
3,3,12358,137000,112,347
3,2,12527,191000,90,460
2,4,12711,278000,164,1180
2,4,616026,449000,-9,44
3,7,4820,1831000,748,2159
3,11,200,1988000,531,4066
3,4,300,1788000,662,1653
3,3,5920,573000,183,1035
3,5,500,1165000,411,1300
1,12,2420,6567000,1955,6096
3,3,613,1275000,425,1114
3,2,616,1045000,355,950
3,7,4320,2037000,947,3255
2,6,4520,3651000,1628,3727
3,4,1100,1689000,675,2100
3,12,1420,3108000,1471,4175
3,2,1300,437000,165,266
2,9,2521,1279000,570,4940
3,7,1400,2477000,1016,1997
3,4,4620,1271000,577,1858
1,2,2562,-9,-9,587
3,13,4420,4176000,1766,5366
3,5,1500,2254000,905,3191
3,7,1600,2431000,929,3589
2,22,1700,4305000,1972,18917
3,2,2620,597000,240,623
3,3,3111,1160000,415,1320
3,3,6811,1340000,494,1633
3,3,6220,1292000,487,1760
1,6,1800,1642000,346,1926
3,5,1900,1662000,443,1720
3,7,2000,1882000,821,4017
3,6,2100,1298000,590,1911
3,17,7620,6797000,2888,7752
3,8,4220,3897000,1368,3876
1,12,2421,4274000,1589,6350
2,5,2300,1882000,745,4026
2,17,2400,6182000,2161,12761
3,2,1520,1910000,586,1801
3,3,7611,1999000,485,1184
3,4,4720,1598000,576,1822
3,9,2600,4599000,1836,4072
3,5,920,970000,437,1950
3,8,2900,1604000,539,3900
1,60,2520,19817000,8536,31384
3,18,3400,4441000,1530,7865
3,4,3500,1589000,530,1486
3,6,420,1189000,528,2221
3,3,3600,1118000,383,2071
2,6,3700,2173000,1151,6539
3,8,3800,2980000,1068,6729
3,8,3420,2808000,1052,3337
3,8,4100,3037000,989,5991
3,8,4200,3609000,1291,3037
3,4,7612,1945000,655,1468
3,5,4300,1222000,466,2782
3,7,8020,2674000,964,3331
3,10,4400,2855000,1041,5708
2,2,3711,599000,341,993
2,12,4500,2474000,1126,8670
3,6,4700,2722000,1009,3312
3,6,5720,2867000,1122,2991
3,15,3820,5380000,2219,7201
3,6,4800,1210000,279,2600
2,11,3020,2859000,1330,4659
3,8,130,4982000,1867,5185
3,3,5100,888000,407,1617
3,6,5411,2231000,928,2063
3,3,5711,734000,212,1580
3,6,3620,1526000,453,3043
2,18,3022,3991000,1913,7600
2,4,2423,973000,348,1803
2,6,6120,1222000,548,3681
3,3,5500,1029000,511,2580
3,10,5520,1977000,1042,3830
3,4,5820,1073000,341,2229
3,7,5900,1441000,620,2462
3,5,1212,1649000,620,2403
2,24,6100,4456000,1973,15034
3,2,5620,547000,200,926
3,8,6200,2799000,754,3938
3,5,6312,1939000,822,1657
3,9,6400,2454000,1268,4396
3,6,6500,1849000,688,3146
3,6,5412,3464000,1011,4633
3,8,5712,2142000,933,2581
3,9,5320,3595000,882,4061
3,6,6900,1801000,668,2921
3,8,7100,2011000,590,3229
3,5,7200,2502000,636,1983
3,13,4120,2769000,1064,7441
3,4,7300,951000,311,2540
3,5,7400,2354000,1084,2762
3,16,7500,5505000,2175,9268
3,2,8113,942000,355,1355
3,7,7700,3247000,1143,4120
3,5,3112,1393000,498,1850
3,5,6812,1603000,621,1460
3,4,7900,1787000,675,1792
3,6,8220,2784000,1064,3300
3,4,8200,1738000,822,1650
3,12,614,3099000,1190,4026
3,35,347347,-9,-9,821
1,31,10093,5665000,2417,19000
3,40,SG00001,-9,-9,1072
2,4,96098,400000,210,2650
3,3,34124,860000,435,1671
3,2,77101,193000,103,400
3,2,103128,146000,137,286
2,19,48068,2198000,516,12636
3,2,17124,128000,39,173
3,2,108143,129000,82,259
3,2,42117,176000,41,230
3,10,16096,2271000,1140,4063
2,5,49132,686000,391,2556
2,8,49142,1247000,535,3921
2,6,48080,1256000,332,2750
3,3,51154,177000,71,608
2,16,92087,2733000,883,15964
2,3,10091,232000,160,1326
3,2,100060,273000,200,670
3,4,67061,1148000,606,1397
3,7,59117,886000,379,2050
3,2,15003,148000,117,277
3,2,53111,387000,174,883
2,2,11079,80000,85,406
3,4,67055,756000,465,1287
3,4,20002,514000,399,1330
3,4,66102,837000,478,2126
3,9,94078,1776000,587,3644
2,24,96089,4115000,2275,11381
3,3,106003,488000,172,1114
2,9,48066,1971000,627,4834
2,14,50012,2395000,1321,11285
3,2,31121,294000,69,599
2,3,96103,723000,358,1653
2,7,19149,673000,344,2855
2,25,96088,3180000,1173,18500
2,4,50005,361000,279,1501
3,4,37039,290000,204,1149
3,3,43004,246000,85,353
2,14,48072,3252000,673,7488
3,2,88075,100000,69,219
2,7,50003,1479000,384,3566
3,2,35094,282000,103,505
3,5,107152,901000,162,1011
3,1,46137,146000,19,310
3,2,66107,308000,118,766
2,21,48077,7368000,1810,14688
3,9,16090,948000,405,4482
3,17,26006,2649000,1225,8700
2,18,49148,3220000,1760,7536
1,79,48078,32216000,13932,35758
3,2,51150,73000,52,280
3,7,1091,1229000,510,2569
2,8,96092,907000,296,5001
3,1,53114,235000,158,516
3,7,53113,1643000,774,4364
2,18,48071,1844000,496,13929
3,3,90078,340000,34,275
2,12,24090,957000,315,6517
2,7,96093,625000,443,5217
3,2,9080,372000,267,976
3,7,97129,1245000,411,2695
3,5,74201,603000,214,1466
3,3,32055,291000,112,759
2,16,96094,1554000,601,13829
3,6,4110,1343000,416,2644
3,2,105124,207000,147,658
2,1,24091,46000,17,67
3,5,5128,1374000,366,2000
3,6,70093,543000,265,1500
3,2,42121,30000,67,104
3,2,61158,96000,35,161
3,3,74187,185000,57,335
2,14,96109,3742000,2104,5867
2,29,24093,3564000,1525,16923
3,3,21148,76000,60,225
3,2,114112,407000,130,531
3,2,93124,220000,167,492
3,5,37037,466000,244,2031
2,10,36126,1306000,278,3993
2,12,83005,1507000,593,8870
2,28,96095,2385000,697,21228
2,12,96090,1356000,502,6685
3,2,78003,97000,67,205
3,3,13059,112000,32,407
3,13,12109,3234000,1449,5012
3,5,87083,268000,171,941
2,17,48073,2506000,662,8486
3,2,23096,54000,46,100
3,2,85044,305000,158,640
2,9,96110,1973000,1443,7383
2,26,96091,2582000,746,21498
1,29,11082,7193000,2769,12294
2,6,2097,627000,235,2382
3,3,98080,325000,209,759
3,9,80125,1911000,850,4250
3,3,35098,645000,231,862
2,3,73106,631000,250,1646
3,2,80119,353000,139,613
2,3,24087,215000,109,1541
2,3,10087,193000,84,1200
2,3,22090,300000,62,663
1,56,39141,9273000,4809,24463
2,19,92088,2500000,948,24929
1,113,115115,47211000,22382,54888
3,2,38045,172000,73,431
3,2,15001,272000,80,601
2,3,39137,251000,106,1105
2,3,36137,572000,329,2130
3,3,68073,163000,128,613
2,10,96112,1773000,1397,4525
2,3,96113,258000,143,1078
3,2,18050,399000,247,525
3,11,85046,9970000,744,6170
2,8,49144,1177000,616,3452
2,7,92089,1459000,507,5742
2,5,39133,780000,425,3097
2,4,57004,360000,177,1512
3,3,1804E05460402,326000,108,728
3,1,4405H08671230,1204000,129,180
3,1,3418H10681228,0,28,102
3,3,3103K06870577,74000,72,225
3,5,1202E04010236,453000,300,1108
3,5,1302K04070244,122000,62,509
3,2,1513E04780324,51000,55,161
3,2,0316E02370048,0,5,2
3,1,0104H02000006,135000,71,517
2,1,0709H02890113,6000,16,124
3,2,1518E04840330,210000,149,612
1,28,5601E10070965,3541000,2121,10261
1,3,5602H10070966,1649000,397,5485
3,2,2102E05640425,1393000,39,233
3,9,1604E05010350,1614000,624,3440
3,3,0404K10510055,205000,174,767
3,7,1802E05450400,7186000,886,1492
3,1,1803H05450401,1943000,204,534
3,9,4701E09020840,949000,931,3652
3,1,4706H09021212,1358000,279,1624
3,1,5004E09450889,10000,7,50
3,3,2407K06050481,1205000,258,595
3,1,2605H06310511,19000,17,99
3,2,5001E09400883,107000,37,344
3,1,2902H06600548,32000,17,99
3,2,3211E07030595,104000,16,217
3,3,4408E08700796,726000,58,705
3,1,4409H08700797,110000,7,305
3,2,4803E09090848,75000,83,461
3,4,4102K08220731,561000,443,1335
3,2,4304E08580777,189000,39,191
2,3,5610K10140975,29000,16,93
3,3,4110K08270740,297000,269,628
3,1,1102H10530207,3000,45,510
3,2,3901E08050712,334000,178,594
3,2,1416E04390281,32000,20,113
3,3,5008K09470893,49000,46,136
3,2,0606E02680087,70000,18,106
2,2,5608E10120972,49000,35,314
3,2,4206E08340750,111000,58,174
3,3,1524E04910339,461000,245,702
3,2,1526E04940342,2000,6,94
3,3,1007K03670200,15000,10,32
3,3,4113K08290743,119000,45,968
3,2,4403E08660790,108000,61,430
3,2,0801E03070133,153000,59,302
3,1,2707E06460529,18000,12,84
3,2,4301E08560774,104000,25,150
3,1,2308H06000473,0,5,42
3,5,5302K09750926,290000,187,890
3,3,1101E03730206,481000,157,934
3,3,2002K05560416,163000,66,251
1,18,0701E02780098,4143000,1963,8391
1,2,0702H02780099,1139000,349,3917
3,2,5014E09530900,30000,43,67
3,5,4106K08240735,437000,309,1584
3,2,0303E02220030,1575000,198,500
3,5,2104E05650427,846000,417,1469
3,1,3904E08100717,1000,4,35
3,2,4513E08820814,88000,71,123
2,3,5616K10200983,206000,109,760
3,3,5202K09730923,94000,40,185
2,1,5620E10250989,8000,10,232
3,3,2603K06290508,25000,31,92
3,1,2206H05870457,41000,46,292
3,7,1504E04660310,929000,596,2377
3,1,1709E05310386,0,1,4
3,1,2415E10461211,47000,21,21
2,4,5606E10110970,326000,306,1219
3,3,1904K05520411,38000,24,112
3,5,2704K06400522,631000,463,1920
3,3,0107K02020009,53000,20,113
3,1,2706H06450528,51000,33,326
3,3,2514K06241221,157000,69,242
3,1,3610H07570659,24000,145,700
3,1,4605H08870822,15000,52,49
3,5,0901E03420172,579000,333,1285
3,4,3202H06920584,1606000,323,3955
3,16,3201E06910583,3007000,1614,5367
3,3,1614E05110363,86000,53,195
3,1,1412H04330274,1000,3,34
3,2,1623E05210375,37000,9,96
3,3,4611K08930831,43000,16,43
3,2,4801E09080846,59000,45,218
3,3,1004K03640196,15000,10,42
3,2,3407E07240620,0,9,41
3,2,4501E08740802,98000,110,322
3,3,1308K04180256,17000,12,118
3,1,3711E07780684,0,1,13
3,2,0202E02140021,321000,96,74
3,2,4703E09040842,28000,8,158
3,2,4811E09170858,22000,11,44
3,1,1110H03930228,11000,5,43
3,3,0510K02530069,20000,13,145
3,2,2114E10431207,2910000,245,445
3,1,2412H10371200,537000,109,440
3,2,3302E07110605,257000,135,660
3,3,1415K04380280,25000,10,75
3,3,1002K03630194,369000,47,302
3,2,3213E07050597,44000,22,250
3,1,5108H09620911,76000,14,251
2,1,5618H10220986,12000,19,274
3,2,2803E06540537,96000,40,165
2,3,0713E10671225,60000,47,272
3,3,3107K06900582,155000,77,193
3,3,2302K05930464,50000,38,166
3,1,4907H09390882,13000,17,209
3,2,3209E07010593,120000,76,451
3,3,4002K08180726,96000,41,190
3,2,4503E08750804,226000,83,411
3,1,1612H05090361,0,14,155
3,2,4506E08770807,82000,75,107
3,1,0314H02340045,0,4,33
3,3,2806K06550540,145000,63,267
3,1,0806E03160144,0,2,4
3,2,1528E10271184,22000,28,320
3,2,4602E08850818,13000,-9,32
3,1,1522H04870335,115000,107,679
3,2,2202E05850453,81000,89,419
3,1,0108E02030010,8000,3,23
3,3,4306E08600780,2014000,318,736
3,2,3003E06810569,127000,66,135
2,1,5621E10321196,67000,1,63
3,1,2120H10431229,1095000,49,110
3,3,120502000,45000,60,358
3,5,210025000,251000,114,900
3,2,450029000,70000,34,180
2,5,550145000,226000,88,1702
3,12,560001000,1734000,733,4286
3,2,560055000,38000,30,380
3,3,840003000,89000,35,462
3,2,310506000,121000,52,356
3,2,100119000,35000,16,301
2,3,550160000,245000,92,1469
3,2,760002000,595000,125,1533
3,2,760068000,92000,13,333
3,5,790016000,818000,300,1905
3,2,800567000,175000,76,684
3,2,620063000,155000,82,585
3,3,80038000,116000,39,300
3,4,330540000,122000,61,567
3,5,710005000,301000,108,856
3,3,730170000,88000,41,186
3,2,60001000,123000,53,639
3,6,70006000,973000,302,2051
3,1,30500000,20000,2,50
3,6,340015000,776000,279,2315
2,6,890001000,439000,66,2238
3,2,910074000,92000,38,370
3,1,360100000,35000,27,571
3,2,80005000,83000,24,143
2,3,550161000,91000,46,745
3,2,610011000,23000,11,128
3,2,20006000,60000,37,187
3,2,160030000,129000,22,180
3,10,710001000,646000,331,3396
3,5,240011000,242000,95,946
3,2,850047000,20000,14,103
3,2,480300000,103000,55,600
3,1,600004000,0,12,40
3,2,430079000,47000,14,175
3,1,160005000,4000,1,3
3,1,360014000,1000,2,14
3,1,10015000,1000,3,73
3,2,870016000,1799000,191,461
3,1,750018000,0,7,20
2,1,280023000,7000,3,21
3,1,10029000,0,4,14
3,1,900057000,0,8,8
3,1,230062000,1000,8,7
3,1,810122000,0,-9,14
3,1,240044000,0,12,10
2,5,280010000,304000,94,2676
3,2,100009000,30000,50,349
3,4,740056000,267000,137,1051
3,1,470067000,14000,12,36
3,14,270001000,1204000,488,4490
3,3,300075000,160000,-9,677
2,2,140008000,190000,73,346
3,2,180011000,189000,39,315
3,8,10018000,1242000,420,3359
3,2,810003000,58000,30,200
3,3,850007000,122000,47,449
3,5,690044000,228000,107,1133
2,2,220031000,102000,39,440
3,1,380011000,40000,14,144
3,13,100007000,1066000,489,5028
3,4,530001000,177000,67,702
3,2,190039000,34000,10,287
3,7,240001000,1180000,192,2469
1,54,550001000,12921000,3412,31052
3,2,170504000,18000,17,163
3,2,580025000,54000,25,116
3,3,680112000,24000,14,170
3,1,210169000,15000,4,18
3,7,730017000,366000,220,1606
3,2,780072000,28000,30,269
1,29,280017000,2570000,332,19087
3,5,660111000,355000,127,1472
3,2,20009000,144000,42,485
3,2,540501000,352000,19,167
3,3,110014000,66000,47,498
1,80,280001000,27647000,8462,45743
3,2,450007000,201000,82,880
3,3,20049000,73000,21,277
2,14,770027000,1451000,295,7931
2,5,130001000,1168000,145,1670
3,2,260001000,71000,33,423
2,8,280054000,668000,280,3072
3,2,100069000,126000,78,521
3,2,910002000,131000,44,292
3,2,120032000,17000,1,162
3,6,790032000,1351000,628,3000
3,3,800009000,1069000,114,1374
3,2,300054000,31000,44,161
3,6,170001000,389000,193,1298
3,2,60017000,35000,33,231
3,2,570501000,30000,34,200
3,2,240101000,52000,49,208
3,2,660027000,90000,63,631
2,2,280033000,184000,45,717
3,2,900560000,150000,31,486
1,14,280066000,2022000,230,5335
3,2,760082000,108000,51,585
3,2,870017000,1907000,123,412
3,2,900595000,95000,33,313
3,3,930012000,218000,154,1427
3,14,9000,1135000,-9,245
3,9,1,2909000,674,4733
2,221,2,54219000,31014,221433
3,28,4,2983000,1018,10164
3,3,5,60000,44,122
3,16,7,1016000,439,4105
3,6,8,740000,197,1550
3,9,9,731000,180,1043
3,15,10,1913000,938,6539
3,4,11,1352000,234,907
3,11,13,2368000,1166,8400
3,4,14,441000,162,998
3,4,15,178000,27,460
2,85,16,11776000,7035,54121
3,7,17,435000,318,1800
2,2,172,525000,112,2700
2,3,359,0,104,698
2,1,29,86000,33,640
3,5,51,924000,294,1682
3,1,53,45000,17,204
2,4,57,198000,28,1735
2,1,71,0,1,550
3,6,101,1231000,446,2198
2,12,111,1829000,530,6399
3,11,112,820000,318,3137
3,1,115,31000,15,213
2,6,131,916000,366,4764
1,6,141,1752000,591,3957
3,2,142,3000,16,1191
2,1,167,99000,79,660
2,3,173,117000,121,1095
3,12,174,688000,218,2208
3,5,185,210000,318,1490
2,1,189,54000,23,414
2,6,199,273000,93,3471
3,3,201,398000,40,622
3,9,208,1017000,324,2850
2,4,225,107000,226,1449
3,2,245,3000,42,613
3,4,251,0,77,1409
3,3,255,92000,82,750
2,2,259,0,4,841
2,2,260,4000,4,939
3,4,263,185000,37,985
2,6,267,926000,96,4459
3,5,269,286000,120,1333
3,5,274,616000,109,1640
3,6,276,337000,157,2035
3,8,279,1286000,341,3954
3,8,295,472000,152,2167
3,3,305,122000,52,402
3,3,317,100000,131,570
3,1,333,42000,18,196
1,21,335,7727000,2093,17213
3,4,343,457000,193,1558
2,6,351,635000,208,4890
3,8,352,686000,337,2684
2,3,357,768000,194,2456
3,10,363,586000,217,2671
3,1,365,21000,10,92
3,3,369,335000,137,734
1,18,371,4444000,1362,13750
3,4,401,188000,152,1209
2,1,405,14000,41,513
3,3,407,163000,56,556
2,4,423,430000,146,2401
3,3,439,499000,124,836
1,6,449,1528000,292,2668
2,4,453,534000,93,1867
1,11,461,1172000,393,4530
2,1,463,20000,32,226
2,9,473,1411000,221,4914
3,4,486,336000,144,1488
2,1,507,0,49,780
3,2,509,162000,50,209
3,3,515,53000,76,574
2,7,534,777000,240,4080
2,2,571,3000,38,362
2,2,572,51000,25,322
3,4,573,406000,137,760
2,4,575,298000,68,1508
3,6,582,567000,232,1829
2,3,192308,64000,-9,1500
1,11,10110,4443000,3406,7195
2,3,70150,415000,164,1800
2,12,170220,3215000,1453,8029
2,1,290230,10000,7,82
2,9,130250,1367000,522,4504
2,3,410280,133000,71,926
2,7,30285,487000,-9,1157
2,5,30290,2802000,-9,24141
2,7,30300,639000,236,3710
2,5,350350,264000,65,3963
2,11,130410,1486000,411,5865
2,12,290530,1911000,1083,11320
2,10,350555,871000,239,7566
2,6,10590,1146000,558,2462
2,3,50605,438000,-9,1253
2,4,50620,464000,200,3067
2,2,50610,1054000,-9,3054
2,3,270630,230000,84,1172
1,33,70680,17862000,13769,18747
2,2,70700,2732000,-9,2967
2,17,70800,1636000,353,10872
2,4,390850,175000,33,2121
2,2,150870,255000,48,1723
2,5,30890,841000,161,2495
2,3,190920,121000,34,1724
2,2,110950,575000,314,714
2,7,390980,435000,225,3166
2,4,51060,468000,122,2357
2,3,271090,149000,63,1640
2,3,231140,230000,127,1093
2,17,131210,7255000,3922,11757
2,17,231290,2253000,786,12697
2,4,131390,1998000,-9,2314
2,9,51420,887000,226,5131
2,2,131465,70000,18,621
2,4,51520,419000,361,1700
2,4,151590,522000,279,1512
2,9,351610,1478000,906,5767
2,6,251650,1079000,407,8903
2,7,251660,584000,143,3800
2,7,11690,817000,111,3890
2,7,31700,1645000,647,4152
2,5,151730,1427000,710,2376
2,5,31760,163000,72,2109
2,11,71780,2520000,455,7888
2,1,411840,53000,9,642
2,6,31860,2604000,704,4782
2,6,71890,434000,99,2224
2,3,11960,711000,236,2164
2,6,392190,1191000,335,3040
2,4,252230,199000,127,3231
1,38,172390,24435000,14379,33028
2,1,372465,230000,49,1223
2,5,292480,821000,559,4782
2,1,312510,196000,40,1004
2,6,292520,3843000,3228,5200
